acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len
,chain2,2hHoldBars<hold>+look+sad,Transmission only,B,loc,0,,n,,s46,,,prison,,,N,,1.0
,chain2,"2hWristHold<left>,2hWristHold<right>,2hFists.wristsTogether",Transmission only,B,obj,0,,n,,s47,,,handcuffs,,,N,,3.0
,chain2,"Cry+2hFists.wristsTogether<out>,2hFists.wristsTogether<in>",Transmission only,B,act,0,,n,,s48,,,to make an arrest,,,Y,,2.0
,chain2,"1hKnock<left>,1hBadge<right>,1hFingerWag",Transmission only,,person,1,,n,s21,sing2,testing,,police officer,,0.0,N,9.201758,3.0
,chain2,"2hHoldWrist<left>,2hHoldWrist<right>,2hWristsTogether",Transmission only,,obj,1,,n,s47,sing2,testing,,handcuffs,,1.0,N,6.831276,3.0
,chain2,"1hSing,2hSing,1hSing",Transmission only,,act,1,,n,s40,sing2,testing,,to sing,,2.0,Y,7.494463,3.0
,chain2,"Sing,1hMicrophone,1hMicrophone,1hPointatObj<atObj>,1hMicrophone",Transmission only,,obj,1,,y,s15,sing2,testing,,microphone,,3.0,N,9.674025,5.0
,chain2,"1hFingerWag<repeated>,1hFingerWag,1hFingerWag",Transmission only,,act,1,,n,s8,sing2,testing,,to preach,,4.0,Y,9.064646,3.0
,chain2,"2hBowl-Mix,1hPour<right>,1hPour<left>,2hPull,2hPut,1hClose",Transmission only,,act,1,,n,s4,sing2,testing,,to cook,,5.0,Y,9.65407,6.0
,chain2,"1hSing,2hOpenBook,2hTurnPage,1hSing",Transmission only,,person,1,,n,s37,sing2,testing,,singer,,6.0,N,9.249905,4.0
,chain2,"2hDine,Nod,2hDine,1hWave",Transmission only,,loc,1,,n,s2,sing2,testing,,restaurant,,7.0,N,10.338169,4.0
,chain2,"2hOpenBook,2hCross,2hOpenBook,2hRead",Transmission only,,obj,1,,n,s7,sing2,testing,,bible,,8.0,N,9.378449,4.0
,chain2,"2hRoof,1hSing,1hSing,1hSing,2hViolin<play>,2hFlute,2hRoof",Transmission only,,loc,1,,n,s38,sing2,testing,,concert hall,,9.0,N,12.928054,7.0
,chain2,"1hWave,1hCome,2hCamera<asymm,1Press>,1hWave",Transmission only,,person,1,,n,s33,sing2,testing,,photographer,,10.0,N,8.166392,5.0
,chain2,"2hCollar,2hPray,1hWave,1hShakeHands,2hCross,2hOpenBook,2hCollar",Transmission only,,person,1,,n,s29,sing2,testing,,vicar,,11.0,N,15.29162,7.0
,chain2,"2hFluff,2hBall<front>,2hScissors-Hold<front,repeated>",Transmission only,,act,1,,n,s44,sing2,testing,,to give a haircut,,12.0,Y,13.652095,4.0
,chain2,"2hOpenDoor,Look,2hPray,1hCross,2hPray",Transmission only,,loc,1,,n,s30,sing2,testing,,church,,13.0,N,12.255659,5.0
,chain2,"Look,2hFeel<repeated>",Transmission only,,loc,1,,n,s10,sing2,testing,,darkroom,,14.0,N,8.936477,2.0
,chain2,"2hCamera<asymm,1Press>",Transmission only,,act,1,,n,s12,sing2,testing,,to take a photo,,15.0,Y,3.881474,2.0
,chain2,"2hMustache,2hHat,1hHoldPan<shake,toss>,1hFingerWag,1hHoldPan<shake>",Transmission only,,person,1,,n,s25,sing2,testing,,chef,,16.0,N,11.53407,6.0
,chain2,"2hPanOutline,2hHoldPan<shake,toss>,1hHoldPan",Transmission only,,obj,1,,n,s3,sing2,testing,,frying pan,,17.0,N,10.366303,4.0
,chain2,"2hHoldBars<shake>,yell",Transmission only,,loc,1,,n,s46,sing2,testing,,prison,,18.0,N,9.164026,2.0
,chain2,"2hCamera,2hLens,2hCamera<asymm,1Press>,1hThumb",Transmission only,,obj,1,,n,s35,sing2,testing,,camera,,19.0,N,7.576809,5.0
,chain2,"2hHair,2hFluff,2hScissors-HoldHair<left>,2hFluff",Transmission only,,loc,1,,n,s18,sing2,testing,,hair salon,,20.0,N,12.049211,4.0
,chain2,1hScissors<rightleft>,Transmission only,,obj,1,,n,s43,sing2,testing,,scissors,,21.0,N,5.858569,1.0
,chain2,"1hPoint<front>,2hHoldWrist<left>,2hHoldWrist<right>,2hWristsTogether",Transmission only,,act,1,,n,s48,sing2,testing,,to make an arrest,,22.0,Y,8.227395,4.0
,chain2,"2hHair,1hPoint<front>,1hPointatObj<atObj>,2hScissors-HoldHair<left>,2hHold,1hHair,1hThumb",Transmission only,,person,1,,n,s17,sing2,testing,,hairdresser,,23.0,N,13.433059,7.0
,chain2,"2hBowl-Mix,1hPour<right>,1hPour<right>,1hPour<right>,2hBowl-Mix,2hPull,2hPut",Transmission only,,act,2,,n,sing2,sing7,testing,,to cook,,0.0,Y,10.542369,7.0
,chain2,"2hCoverEyes,Look,2hPalm,2hCamera<asymm,PressRepeated>,2hFeel<repeated>,2hPickUp",Transmission only,,loc,2,,n,sing2,sing7,testing,,darkroom,,1.0,N,9.711641,7.0
,chain2,"2hDine,1hWave,Nod",Transmission only,,loc,2,,n,sing2,sing7,testing,,restaurant,,2.0,N,9.120744,3.0
,chain2,"Sing,1hMicrophone,1hMicrophone,1hPointatObj<atObj>,Sing,1hMicrophone",Transmission only,,obj,2,,y,sing2,sing7,testing,,microphone,,3.0,N,7.088136,6.0
,chain2,"2hCamera<asymm,1Press>",Transmission only,,act,2,,n,sing2,sing7,testing,,to take a photo,,4.0,Y,4.27793,2.0
,chain2,"1hMicrophone,1hSing,1hMicrophone,1hSing",Transmission only,,person,2,,n,sing2,sing7,testing,,singer,,5.0,N,5.19735,4.0
,chain2,"2hHair,2hMetoYou,2hScissors-Hold<front>,2hBrush<front>,2hScissors-Hold<front>,2hBrush<front>,2hScissors-Hold<front>",Transmission only,,act,2,,n,sing2,sing7,testing,,to give a haircut,,6.0,Y,10.187558,7.0
,chain2,"2hCamera,1hWave,1hPoint<front>,1h1,1h2,1h3,2hCamera<asymm,1Press>,1hThumb",Transmission only,,person,2,,n,sing2,sing7,testing,,photographer,,7.0,N,9.330561,9.0
,chain2,"2hOpenBook,2hCross,2hOpenBook,2hRead",Transmission only,,obj,2,,n,sing2,sing7,testing,,bible,,8.0,N,8.688989,4.0
,chain2,"2hHoldWrist<right>,2hHoldWrist<left>,2hWristsTogether<emph>",Transmission only,,obj,2,,n,sing2,sing7,testing,,handcuffs,,9.0,N,5.481601,3.0
,chain2,"2hObjSmall,2hLens,1hPointatObj<atObj>,1hPress",Transmission only,,obj,2,,y,sing2,sing7,testing,,camera,,10.0,N,7.549249,4.0
,chain2,"1hHoldPan<shake>,1hPour<right>,1hHoldPan<shake>,1hPointatObj<atObj>,1hHoldPan<shake,toss>,2hHoldPan<shake>",Transmission only,,obj,2,,y,sing2,sing7,testing,,frying pan,,11.0,N,10.111451,7.0
,chain2,"2hFluff,2hHair,OK,2hScissors-Hold<front>,2hPalms<front>",Transmission only,,person,2,,n,sing2,sing7,testing,,hairdresser,,12.0,N,9.949064,5.0
,chain2,"2hMustache,2hHat,1hHoldPan<shake>,1hPour<right>,1hPour<right>,1hPour<right>,2hHoldPan<shake>",Transmission only,,person,2,,n,sing2,sing7,testing,,chef,,13.0,N,11.78034,7.0
,chain2,"1hKnock<right>,1hBadge<left>,2hHoldWrist<right>,2hHoldWrist<left>,2hWristsTogether",Transmission only,,act,2,,n,sing2,sing7,testing,,to make an arrest,,14.0,Y,7.396005,5.0
,chain2,"1hSing,2hSing",Transmission only,,act,2,,n,sing2,sing7,testing,,to sing,,15.0,Y,6.035851,2.0
,chain2,"1hCollar,2hPray,1hShakeHand,1hShakeHand,2hPray,2hOpenBook,2hCross,1hCollar<repeated>",Transmission only,,person,2,,n,sing2,sing7,testing,,vicar,,16.0,N,12.316233,8.0
,chain2,"2hRoof,2hCross,2hPray,1hCross,2hPray,2hRoof",Transmission only,,loc,2,,y,sing2,sing7,testing,,church,,17.0,N,11.588824,6.0
,chain2,"1hScissors<rightleft>,1hPointatObj<atObj>",Transmission only,,obj,2,,y,sing2,sing7,testing,,scissors,,18.0,N,6.423241,2.0
,chain2,"2hHoldBars<shake>,yell,2hHoldBars<shake>",Transmission only,,loc,2,,n,sing2,sing7,testing,,prison,,19.0,N,8.192577,3.0
,chain2,"2hRoof,1hSing,1hSing,2hCello<play>,2hViolin<play>,2hFlute,2hRoof",Transmission only,,loc,2,,y,sing2,sing7,testing,,concert hall,,20.0,N,11.224814,7.0
,chain2,"2hRoof,2hHair,2hFluff,2hHair,2hScissors-HoldHair,2hFluff,2hRoof",Transmission only,,loc,2,,y,sing2,sing7,testing,,hair salon,,21.0,N,11.731659,7.0
,chain2,"1hBadge<left>,1hFingerWag",Transmission only,,person,2,,n,sing2,sing7,testing,,police officer,,22.0,N,6.244527,2.0
,chain2,"2hPray,1hCross,1hTell,1hTell,2hOpenBook<leftright>",Transmission only,,act,2,,n,sing2,sing7,testing,,to preach,,23.0,Y,9.276138,5.0
,chain2,"2hRoof,2hCross,2hOpenBook,2hRoof",Transmission only,,loc,3,,y,sing7,sing14,testing,,church,,0.0,N,10.142613,4.0
,chain2,"1hFist,1hPointatObj<atObj>,1hFist,1hPointatObj<atObj>,2hWristsTogether",Transmission only,,obj,3,,y,sing7,sing14,testing,,handcuffs,,1.0,N,7.232498,5.0
,chain2,"1hKnock<left>,1hStop<right>,1hFingerWag",Transmission only,,person,3,,n,sing7,sing14,testing,,police officer,,2.0,N,6.111765,3.0
,chain2,"2hRoof,Sing,1hMicrophone,2hViolin<play>,2hFlute,2hRoof",Transmission only,,loc,3,,y,sing7,sing14,testing,,concert hall,,3.0,N,11.277166,6.0
,chain2,"Sing,1hMicrophone,Sing,1hMicrophone,1hPointSelf<self,repeated>,Sing,1hMicrophone,2hPointSelf<self,repeated>",Transmission only,,person,3,,y,sing7,sing14,testing,,singer,,4.0,N,11.955848,10.0
,chain2,"2hMustache,2hHat,2hChop,1hPour<left>,1hHoldPan<shake>,2hMustache,2hHat",Transmission only,,person,3,,n,sing7,sing14,testing,,chef,,5.0,N,16.222295,7.0
,chain2,"1hScissors-Hair<right>,1hScissors-Hair<left>,2hMetoYou,2hScissors-Hold<front>,2hBrush<front>,2hScissors-Hold<front>",Transmission only,,act,3,,n,sing7,sing14,testing,,to give a haircut,,6.0,Y,9.421245,6.0
,chain2,"2hHoldPan<shake>,1hPour<right>,1hPour<right>",Transmission only,,act,3,,n,sing7,sing14,testing,,to cook,,7.0,Y,11.212303,3.0
,chain2,"Sing,1hMicrophone,1hPointatObj<atObj>,Sing,1hMicrophone,1hPointatObj<atObj>",Transmission only,,obj,3,,y,sing7,sing14,testing,,microphone,,8.0,N,7.640226,6.0
,chain2,"2hRoof,2hDine,Nod",Transmission only,,loc,3,,y,sing7,sing14,testing,,restaurant,,9.0,N,9.847008,3.0
,chain2,"2hRoof,2hWristsTogether,2hRoof",Transmission only,,loc,3,,y,sing7,sing14,testing,,prison,,10.0,N,9.803253,3.0
,chain2,"1hScissors<rightleft>,1hPointatObj<atObj>,repeat<1hScissors>",Transmission only,,obj,3,,y,sing7,sing14,testing,,scissors,,11.0,N,5.292182,3.0
,chain2,"2hCamera<asymm,1Press>",Transmission only,,act,3,,n,sing7,sing14,testing,,to take a photo,,12.0,Y,4.198924,2.0
,chain2,"1hFingerWag,2hCross,2hOpenBook,2hRead,1hFingerWag",Transmission only,,act,3,,n,sing7,sing14,testing,,to preach,,13.0,Y,7.509272,5.0
,chain2,"2hRoof,2hFluff<repeated>,2hRoof",Transmission only,,loc,3,,y,sing7,sing14,testing,,hair salon,,14.0,N,9.916025,3.0
,chain2,"1hCollar,2hCross,2hOpenBook,1hCollar,2hPray,2hRoof,1hCollar",Transmission only,,person,3,,n,sing7,sing14,testing,,vicar,,15.0,N,14.094424,7.0
,chain2,"2hOpenBook,2hRead,2hCross,2hOpenBook,1hPointatObj<atObj>,2hOpenBook",Transmission only,,obj,3,,y,sing7,sing14,testing,,bible,,16.0,N,8.645659,6.0
,chain2,"1hKnock<right>,1hStop<left>,2hHoldWrist<right>,2hHoldWrist<left>,2hWristsTogether",Transmission only,,act,3,,n,sing7,sing14,testing,,to make an arrest,,17.0,Y,14.715268,5.0
,chain2,"2hCoverEyes,2hFeel,UNSEEN,2hPinch<right>,2hPinch<left>,2hCoverEyes",Transmission only,,loc,3,,n,sing7,sing14,testing,,darkroom,,18.0,N,17.582507,6.0
,chain2,"1hHoldPan<shake>,1hPointatObj<atObj>,2hHoldPan<shake>,1hPointatObj<atObj>",Transmission only,,obj,3,,y,sing7,sing14,testing,,frying pan,,19.0,N,8.431716,4.0
,chain2,"Sing<repeated>,1hPointSelf<self>,1hPoint<front>",Transmission only,,act,3,,n,sing7,sing14,testing,,to sing,,20.0,Y,6.660263,3.0
,chain2,"2hLens,2hCamera<asymm,1Press>,2hLens,1hPointSelf<self,repeated>,2hLens",Transmission only,,person,3,,y,sing7,sing14,testing,,photographer,,21.0,N,12.927636,7.0
,chain2,"2hCamera,1hPointatObj<atObj>,2hCamera<left>,1hPointatObj<atObj>",Transmission only,,obj,3,,y,sing7,sing14,testing,,camera,,22.0,N,9.173684,4.0
,chain2,"1hScissors-Hair<right>,1hScissors-Hair<left>,2hScissors-Hold<front,repeated>,Nod,2hBrush<front>",Transmission only,,person,3,,n,sing7,sing14,testing,,hairdresser,,23.0,N,10.378035,6.0
,chain2,"2hHoldPan<shake>,1hPour<right>,2hHoldPan<shake>,1hPour<right>,1hHoldPan<shake>",Transmission only,,act,4,,n,sing14,sing20,testing,,to cook,,0.0,Y,8.731203,5.0
,chain2,"2hRoof,2hWristsTogether,2hRoof",Transmission only,,loc,4,,y,sing14,sing20,testing,,prison,,1.0,N,9.738446,3.0
,chain2,"2hScissors-HoldHair<left,repeated>,2hHair,2hBall<front>,2hScissors-Hold<front>,2hBrush,2hScissors-Hold<front>",Transmission only,,act,4,,n,sing14,sing20,testing,,to give a haircut,,2.0,Y,10.037994,7.0
,chain2,"2hLens,2hCamera<asymm,PressRepeated>,2hLens,2hCamera<asymm,PressRepeated,repeated>,1hC,1hPointatObj<atObj>,2hCamera<asymm,PressRepeated>",Transmission only,,obj,4,,y,sing14,sing20,testing,,camera,,3.0,N,10.035481,11.0
,chain2,"1hKnock<right>,1hBadge<left>,1hFingerWag",Transmission only,,person,4,,n,sing14,sing20,testing,,police officer,,4.0,N,5.092573,3.0
,chain2,"2hScissors-HoldHair<left>,2hScissors-Hold<front>,2hPointSelf<self,repeated>,[2hScissors-Hold<front>",Transmission only,,person,4,,y,sing14,sing20,testing,,hairdresser,,5.0,N,8.94975,5.0
,chain2,"2hRoof,1hSing,1hSing,Sing,1hMicrophone,2hRoof",Transmission only,,loc,4,,y,sing14,sing20,testing,,concert hall,,6.0,N,9.780004,6.0
,chain2,"Sing,1hMicrophone,1hPointatObj<atObj>,Sing,1hMicrophone",Transmission only,,obj,4,,y,sing14,sing20,testing,,microphone,,7.0,N,8.637957,5.0
,chain2,"2hMustache,2hHat,1hChop,1hPour<right>,1hHoldPan<shake>,1hChop,2hMustache,2hHat",Transmission only,,person,4,,n,sing14,sing20,testing,,chef,,8.0,N,16.321651,8.0
,chain2,"2hRoof,2hDine<repeated>,Nod,2hRoof",Transmission only,,loc,4,,y,sing14,sing20,testing,,restaurant,,9.0,N,11.374176,4.0
,chain2,"2hScissors-HoldHair<left>,2hScissors-Hold<front>,2hBrush,2hScissors-Hold<front>,2hRoof,2hScissors-Hold<front>,2hRoof",Transmission only,,loc,4,,y,sing14,sing20,testing,,hair salon,,10.0,N,12.462435,7.0
,chain2,"2hPointSelf<self,repeated>,2hLens,2hCamera<asymm,PressRepeated,repeated>,2hLens,2hPointSelf<self,repeated>",Transmission only,,person,4,,y,sing14,sing20,testing,,photographer,,11.0,N,10.480456,9.0
,chain2,"2hOpenBook,2hRead,2hOpenBook,2hCross,2hOpenBook,1hPointatObj<atObj>,2hRead,2hOpenBook",Transmission only,,obj,4,,y,sing14,sing20,testing,,bible,,12.0,N,10.842782,8.0
,chain2,"2hHoldPan<shake>,1hPour<right>,2hHoldPan<shake>,1hPointatObj<atObj,repeated>,2hHoldPan<shake>",Transmission only,,obj,4,,y,sing14,sing20,testing,,frying pan,,13.0,N,7.794356,6.0
,chain2,"2hTouchWrist<left>,2hTouchWrist<right>,2hWristsTogether,1hFingerWag,2hWristsTogether<leftright>",Transmission only,,act,4,,n,sing14,sing20,testing,,to make an arrest,,14.0,Y,10.072296,5.0
,chain2,"2hRoof,2hCross,2hOpenBook,2hRead,2hOpenBook,2hRoof",Transmission only,,loc,4,,y,sing14,sing20,testing,,church,,15.0,N,11.218317,6.0
,chain2,"Sing,1hMicrophone,1hSing,1hSing,1hPointSelf<self>,1hSing,1hPoint<out>",Transmission only,,act,4,,n,sing14,sing20,testing,,to sing,,16.0,Y,7.078254,7.0
,chain2,"2hCoverEyes,2hFeel,UNSEEN,2hPinch<right>,2hPinch<left>,2hCoverEyes",Transmission only,,loc,4,,n,sing14,sing20,testing,,darkroom,,17.0,N,16.884682,6.0
,chain2,"2hWristsTogether,1hPointatObj<atObj>,2hWristsTogether",Transmission only,,obj,4,,y,sing14,sing20,testing,,handcuffs,,18.0,N,6.322164,3.0
,chain2,"2hCross,2hOpenBook,2hRead,2hOpenBook,1hFingerWag,2hPointSelf<self,repeated>,2hOpenBook,1hFingerWag,2hRead,2hCross",Transmission only,,person,4,,y,sing14,sing20,testing,,vicar,,19.0,N,13.107666,11.0
,chain2,"2hCamera<asymm,1Press>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>,1hC,1hPointatObj<atObj>,2hCamera<asymm,1Press>",Transmission only,,act,4,,n,sing14,sing20,testing,,to take a photo,,20.0,Y,9.341529,10.0
,chain2,"1hScissors<rightleft>,1hPointatObj<atObj>,repeat<1hScissors>",Transmission only,,obj,4,,,sing14,sing20,testing,,scissors,,21.0,N,6.470514,3.0
,chain2,"2hPointSelf<self,repeated>,Sing,1hMicrophone,2hPointSelf<self,repeated>",Transmission only,,person,4,,y,sing14,sing20,testing,,singer,,22.0,N,7.499829,6.0
,chain2,"2hCross,2hOpenBook,2hRead,1hFingerWag,2hOpenBook,2hRead,1hTell<repeated>,1hFingerWag",Transmission only,,act,4,,n,sing14,sing20,testing,,to preach,,23.0,Y,9.920923,8.0
,chain2,"2hRoofOutline,1hPointatObj<atObj>,2hScissors-HoldHair<left,repeated>,2hScissors-Hair<front,repeated>,2hRoofOutline,1hPointatObj<atObj>,2hRoof",Transmission only,,loc,5,,y,sing20,sing22,testing,,hair salon,,0.0,N,22.905417,9.0
,chain2,"1hChop,1hChop,2hGather,1hPour<right>,1hHoldPan<shake>,1hMix,1hHoldPan<shake>,1hPour<right>,1hHoldPan<shake>,1hTaste,1hPour<right>,1hChop",Transmission only,,act,5,,n,sing20,sing22,testing,,to cook,,1.0,Y,23.612482,12.0
,chain2,"1hPointSelf<self,repeated>,2hMustache,2hHat,1hPointSelf<self,repeated>,2hMustache,2hPointSelf<self>,1hChop,1hGather,1hPour<right>,1hHoldPan<shake>,1hMix,1hPour<right>,1hHoldPan<shake>,1hTaste,Nod,2hPointSelf<self>,2hHat,2hPointSelf<self>",Transmission only,,person,5,,y,sing20,sing22,testing,,chef,,2.0,N,30.280527,20.0
,chain2,"1hPointSelf<self>,2hHat,2hPointSelf<self>,1hFingerWag<right>,1hFingerWag<left>,1hFingerWag<right>,2hPointSelf<self>,2hTouchWrist<left>,2hTouchWrist<right>,2hWristsTogether,2hWristsTogether,1hFingerWag<front>,1hFingerWag<right>,2hHat,2hPointSelf<self>",Transmission only,,person,5,,y,sing20,sing22,testing,,police officer,,3.0,N,24.664591,15.0
,chain2,"1hFingerWag,1hFist,1hFist,2hTouchWrist<right>,2hTouchWrist<left>,2hWristsTogether<rightleft>",Transmission only,,act,5,,n,sing20,sing22,testing,,to make an arrest,,4.0,Y,12.466194,6.0
,chain2,"2hRoofOutline,1hPointatObj<atObj>,2hRoof,2hCross,2hOpenBook,2hRead,2hOpenBook,2hOpenBook,2hCross,2hRoof",Transmission only,,loc,5,,y,sing20,sing22,testing,,church,,5.0,N,19.07687,10.0
,chain2,"2hRoof,2hCross,2hOpenBook,2hRead,1hThink,1hPointatObj<atObj>,1hPalm,1hSing,1hSing,1hFingerWag,1hPointatObj<atObj>,1hSing,2hOpenBook,2hCross",Transmission only,,act,5,,n,sing20,sing22,testing,,to preach,,6.0,Y,24.025145,14.0
,chain2,"1hFist,1hFist,2hWristsTogether,2hTouchWrist<right>,2hTouchWrist<left>,2hWristsTogether<rightleft>,2hWristsTogether<leftright>",Transmission only,,obj,5,,n,sing20,sing22,testing,,handcuffs,,7.0,N,10.23387,7.0
,chain2,"2hCamera<symm,1Press>,2hCamera<symm,1Press>,2hLens,2hCamera<symm,1Press>,1hFlash,2hCamera<symm,1Press>,1hPointatObj<atObj>,1hC,2hCamera<symm,1Press>,1hPointatObj<atObj>,1hC,2hCamera<symm,1Press>,1hPointatObj<atObj>,1hC",Transmission only,,obj,5,,y,sing20,sing22,testing,,camera,,8.0,N,13.823007,20.0
,chain2,"Sing,1hMicrophone<repeated>,1hSing,1hMicrophone,1hPointatObj<atObj>,1hMicrophoneOutline,1hMicrophone,1hPointatObj<atObj>,Sing,1hMicrophone,1hPointatObj<atObj>",Transmission only,,obj,5,,y,sing20,sing22,testing,,microphone,,9.0,N,12.001426,11.0
,chain2,"2hOpenBook,2hRead,1hPointatObj<atObj>,2hRead,2hCross,2hOpenBook,1hPointatObj<atObj>",Transmission only,,obj,5,,y,sing20,sing22,testing,,bible,,10.0,N,13.701967,7.0
,chain2,"1hPointSelf<self,repeated>,1hPointSelf<self>,2hCamera<symm,1Press>,2hLens,1hFlash,2hCamera<symm,1Press>,2hCamera<symm,1Press>,2hLens,1hPress,1hFlash,1hPointSelf<self>,2hCamera<symm,1Press>,2hPointSelf<self>",Transmission only,,person,5,,y,sing20,sing22,testing,,photographer,,11.0,N,17.563971,18.0
,chain2,"2hSpace,2hBowlOutline,2hEat,2hBowl,2hBowlOutline,2hEat",Transmission only,,loc,5,,n,sing20,sing22,testing,,restaurant,,12.0,N,14.197087,6.0
,chain2,"Sing,1hMicrophone<repeated>,1hSing<repeated>,1hSing",Transmission only,,act,5,,n,sing20,sing22,testing,,to sing,,13.0,Y,11.28914,4.0
,chain2,"2hRoofOutline<emph>,1hPointatObj<atObj>,2hWristsTogether<rightleft>,2hWristsTogether<leftright>,2hTouchWrist<right>,2hTouchWrist<left>,2hWristsTogether,2hRoofOutline,1hPointatObj<atObj>",Transmission only,,loc,5,,y,sing20,sing22,testing,,prison,,14.0,N,17.397363,9.0
,chain2,"2hCamera<symm,1Press>,1hFlash,2hCamera<symm,1Press>,1hFlash,2hCamera<symm,1Press>,1hFlash,2hCamera<symm,1Press>,2hLens,2hCamera<symm,1Press>",Transmission only,,act,5,,n,sing20,sing22,testing,,to take a photo,,15.0,Y,12.395572,14.0
,chain2,"2hScissors-HoldHair<left,repeated>,2hScissors-Hair<front,repeated>",Transmission only,,act,5,,n,sing20,sing22,testing,,to give a haircut,,16.0,Y,18.68415,4.0
,chain2,"2hPanOutline,1hHoldPan<shake>,1hMix,1hHoldPan<shake>,1hPointatObj<atObj>,1hPour<left>,1hHoldPan<shake>,1hPointatObj<atObj>",Transmission only,,obj,5,,y,sing20,sing22,testing,,frying pan,,17.0,N,14.343769,8.0
,chain2,"2hPointSelf<self>,2hPointSelf<self>,2hScissors-HoldHair<repeated>,2hPointSelf<self>,2hScissors-Hold<front>,Nod,2hScissors-Hold<front>,2hScissors-Hold<front>",Transmission only,,person,5,,y,sing20,sing22,testing,,hairdresser,,18.0,N,19.701703,8.0
,chain2,"1hPointSelf<self,repeated>,1hPointSelf<self>,2hCross,2hPointSelf<self>,2hCollar,2hRoof,2hCollar,1hPointSelf<self>,2hOpenBook,1hFingerWag,2hOpenBook,1hSing,2hOpenBook,2hCross,2hPointSelf<self>",Transmission only,,person,5,,y,sing20,sing22,testing,,vicar,,19.0,N,24.37635,16.0
,chain2,"2hRoofOutline,1hPointatObj<atObj>,Sing,1hMicrophone,2hRoofOutline,2hClaspHands,Sing,2hRoofOutline,1hPointatObj<atObj>",Transmission only,,loc,5,,y,sing20,sing22,testing,,concert hall,,20.0,N,22.091636,9.0
,chain2,"2hCoverEyes,2hFeel,EyesClosed,2hCoverEyes,2hCamera<symm,1Press,repeated>,2hHang,2hWaft,2hHang,2hCamera<symm,1Press>,2hCoverEyes,2hFeel,2hCoverEyes",Transmission only,,loc,5,,n,sing20,sing22,testing,,darkroom,,21.0,N,24.700127,15.0
,chain2,"1hScissors<leftright>,1hPointatObj<atObj>,1hScissors<leftright>,1hPointatObj<atObj>,1hScissors",Transmission only,,obj,5,,y,sing20,sing22,testing,,scissors,,22.0,N,10.098819,5.0
,chain2,"2hPointSelf<self>,2hPointSelf<self>,Sing,1hMicrophone<repeated>,1hSing,Sing,1hMicrophone,2hPointSelf<self>,1hMicrophone,2hPointSelf<self>",Transmission only,,person,5,,y,sing20,sing22,testing,,singer,,23.0,N,15.547838,10.0
,chain3,"2hMustache,2hHat,1hHoldPan<shake>,2hHoldPan<shake>*2,1hPour<left>",Transmission only,B,person,0,,n,,s25,,,chef,,,N,,5.0
,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look+nod, 2hDine",Transmission only,B,loc,0,,n,,s26,,,restaurant,,,N,,4.0
,chain3,"2hPan.Outline,2hHoldPan<shake>,(1hHoldPan<shake>,1hStir),2hHoldPan<toss>,2hHoldPan<toss>",Transmission only,A,obj,0,,n,,s3,,,frying pan,,,N,,6.0
,chain3,"2hBowl-Mix,1hPour<left>,1hPour<right>,2hBowl-Mix,2hPush,2hPull",Transmission only,A,act,0,,n,,s4,,,to cook,,,Y,,6.0
,chain3,"2hPray,1hCollar,2hPray,nod",Transmission only,A,person,0,,n,,s5,,,vicar,,,N,,4.0
,chain3,"1hOpenDoor+look,2hPray,1hCross,2hPray",Transmission only,B,loc,0,,y,,s30,,,church,,,N,,4.0
,chain3,"2hOpenBook,2hCross,2hOpenBook",Transmission only,A,obj,0,,n,,s7,,,bible,,,N,,3.0
,chain3,"2hTell,all*2",Transmission only,B,act,0,,n,,s32,,,to preach,,,Y,,2.0
,chain3,"1hThumbSelf<self-repeated>,Wink+2hCamera<asymm,1Press>",Transmission only,A,person,0,,y,,s9,,,photographer,,,N,,3.0
,chain3,"Look+1hSee,all,2hPalm.Feel<left+right>",Transmission only,B,loc,0,,n,,s34,,,darkroom,,,N,,3.0
,chain3,"2hCamera<asymm,1Press>",Transmission only,A,obj,0,,n,,s11,,,camera,,,N,,2.0
,chain3,"2hCamera<asymm,1Press>",Transmission only,B,act,0,,n,,s36,,,to take a photo,,,Y,,2.0
,chain3,"1hSing<right>,1hSing<right>",Transmission only,A,person,0,,n,,s13,,,singer,,,N,,2.0
,chain3,"2hBox,2hSpace,2hSing,2hViolin<play>,2hSpace",Transmission only,B,loc,0,,y,,s38,,,concert hall,,,N,,5.0
